target,a,b,blend,market,sharp
2018-2019,0.6566912931801832,0.30838712485148895,1.0399722483740361,1.0395985889124264,1.0368358567860705
2019-2020,0.8339344966195075,0.24213228364086065,1.0105117788580824,1.0077597879419644,1.0062417290927725
2020-2021,1.0970255957844288,0.039522359994221615,1.0429968995411047,1.0431524192209678,1.0354288998236836
2021-2022,1.0989869082556463,0.023101229664978677,0.995961033534409,0.9999779736107183,0.9928724818117974
2022-2023,1.1696085705656825,0.011114322399444352,1.0030942038916648,1.0054725335909713,1.0044660984306517
