mode,2021-22,2022-23,mean_1x2,mean_ou
exclude_after,1.0192279484681208,1.0161138985538727,1.0176709235109969,0.7129968395323398
downweight_0.5,1.0294500253115877,1.0179098963579851,1.0236799608347864,0.7116953987070496
include,1.0375829869264532,1.0202046452252151,1.028893816075834,0.7117307490260174
