target,b0,b_base,league_over,home_gf,home_ga,home_over,away_gf,away_ga,away_over
2018-2019,-1.1970319070811892,-0.13978352127428706,2.0405370923306156,0.293041086267396,0.3263379971691459,-1.2766369934157864,0.5341813474460517,0.21854861302584525,-2.0548969785100746
2019-2020,-0.017950682200573588,0.14124201468930422,1.0622443199155245,0.0005994585189877406,-0.07499019594004788,-0.31177613958667805,0.3226222467991618,0.10100999840519233,-1.6226583413938964
2020-2021,0.12934272484783071,0.6423846007731753,0.34579104489535883,-0.0692674409467806,0.018879948658658097,-0.4318582658164961,0.2507816324936364,0.06214617428034003,-0.7709237753368817
2021-2022,-0.3302048786031888,0.6816610522842723,0.725203442797023,-0.005289687475022621,0.05634114495414265,-0.27254896764144754,0.13144741979940466,-0.00398505029599932,-0.21210073402425156
2022-2023,-0.05446919540872271,0.8800492033073579,0.5638063153955903,0.006828220199217102,0.00375985247347125,-0.45170917097155694,0.05751809869790865,0.03305921251891871,-0.2408872172360522
