date,league,season,home,away,fthg,ftag,market,selection,soft_book,soft_source,soft_odds,fair_odds,fair_close,stake,pnl,clv,won
2019-02-15,ligue_2_t2,2018-2019,Paris FC,Ajaccio,1.0,1.0,1X2,draw,b365,,3.1,2.9668394028852156,2.9792521244721546,1.0,2.1,0.04052959282499091,1.0
2019-02-16,league_one_t3,2018-2019,Shrewsbury,Burton,1.0,1.0,1X2,draw,b365,,3.25,3.1136610857812475,3.359758971322715,1.0,2.25,-0.0326687039932223,1.0
2019-02-22,ligue_2_t2,2018-2019,Metz,Paris FC,2.0,0.0,1X2,draw,b365,,3.1,2.943841901490188,2.93241306821568,1.0,-1.0,0.057149837995468245,0.0
2019-03-16,bundesliga_1,2018-2019,Augsburg,Hannover,3.0,1.0,1X2,draw,b365,,4.33,4.096326728745932,4.382111892904216,1.0,-1.0,-0.011891958529995361,0.0
2019-04-13,bundesliga_2,2018-2019,Sandhausen,Dresden,3.0,1.0,1X2,draw,b365,,3.4,3.20925941767523,3.3103908534955955,1.0,-1.0,0.027069053314288327,0.0
2019-04-26,ligue_2_t2,2018-2019,Orleans,Troyes,0.0,1.0,1X2,draw,b365,,3.2,3.090693421371461,3.2323039113931897,1.0,-1.0,-0.009994082326022946,0.0
2019-04-28,league_one_t3,2018-2019,Coventry,Shrewsbury,1.0,1.0,1X2,draw,b365,,3.4,3.253706561609293,3.5855248020363524,1.0,2.4,-0.05174271892666482,1.0
2019-05-04,bundesliga_2,2018-2019,Hamburg,Ingolstadt,0.0,3.0,1X2,draw,b365,,4.0,3.860110294137243,3.7131159095122466,1.0,-1.0,0.07726235794385383,0.0
2019-08-03,league_one_t3,2019-2020,Burton,Ipswich,0.0,1.0,1X2,draw,b365,,3.5,3.297139950857311,3.524277492915616,1.0,-1.0,-0.006888643974379938,0.0
2019-08-17,league_one_t3,2019-2020,AFC Wimbledon,Accrington,1.0,1.0,1X2,draw,b365,,3.6,3.4617257595370443,3.567504655187621,1.0,2.6,0.009108704249376709,1.0
