date,league,season,home,away,fthg,ftag,market,selection,soft_book,soft_source,soft_odds,fair_odds,fair_close,stake,pnl,clv,won
2022-11-05,ligue_2_t2,2022-2023,Bastia,Paris FC,0.0,1.0,1X2,draw,b365,,3.1,2.977570048072981,3.101920981759028,1.0,-1.0,-0.0006192877801608487,0.0
2022-11-05,ligue_2_t2,2022-2023,Pau FC,Amiens,2.0,1.0,1X2,draw,b365,,3.25,3.110811710424669,3.26536538593613,1.0,-1.0,-0.004705564039573673,0.0
2022-11-05,ligue_2_t2,2022-2023,Rodez,Grenoble,0.0,1.0,1X2,draw,b365,,3.25,3.0620873928465713,2.9688373034400417,1.0,-1.0,0.09470464960615055,0.0
2022-11-05,ligue_2_t2,2022-2023,Valenciennes,Caen,1.0,1.0,1X2,draw,b365,,3.3,3.165201995984348,3.331936371829109,1.0,2.3,-0.009584928481565669,1.0
2022-12-26,ligue_2_t2,2022-2023,Pau FC,Paris FC,0.0,1.0,1X2,draw,b365,,3.2,3.0120928174966544,3.2928158616607197,1.0,-1.0,-0.028187382945218276,0.0
2023-01-02,league_one_t3,2022-2023,Lincoln,Ipswich,1.0,1.0,1X2,draw,b365,,4.33,4.120277013737968,3.7493687343845012,1.0,3.33,0.15486107308963182,1.0
2023-01-10,ligue_2_t2,2022-2023,Pau FC,Grenoble,0.0,0.0,1X2,draw,b365,,3.1,2.975056459519907,2.866209279397048,1.0,2.1,0.0815679169987662,1.0
2023-01-13,ligue_2_t2,2022-2023,Laval,Rodez,3.0,1.0,1X2,draw,b365,,3.3,3.150940038666601,3.1387093751656994,1.0,-1.0,0.05138756270665734,0.0
2023-01-28,ligue_2_t2,2022-2023,Pau FC,Annecy,2.0,2.0,1X2,draw,b365,,3.1,2.950998723331714,3.0903559854360942,1.0,2.1,0.0031206807919070823,1.0
2023-02-18,ligue_2_t2,2022-2023,Valenciennes,Rodez,0.0,0.0,1X2,draw,b365,,3.2,3.062019536098511,3.1344112646495463,1.0,2.2,0.02092537635063252,1.0
2023-02-27,ligue_2_t2,2022-2023,Amiens,Bordeaux,1.0,2.0,1X2,draw,b365,,3.5,3.26791403466475,3.540619918427181,1.0,-1.0,-0.011472544176734267,0.0
2023-03-14,ligue_2_t2,2022-2023,Paris FC,Amiens,3.0,0.0,1X2,draw,b365,,3.6,3.3948076894387014,3.498663993985551,1.0,-1.0,0.028964200674501228,0.0
2023-04-08,ligue_2_t2,2022-2023,Quevilly Rouen,Caen,2.0,1.0,1X2,draw,b365,,3.1,2.9747028077204973,2.947917522727638,1.0,-1.0,0.05158980063039342,0.0
2023-04-22,ligue_2_t2,2022-2023,Dijon,Bastia,1.0,1.0,1X2,draw,b365,,3.1,2.9861434067281363,2.9929484512267535,1.0,2.1,0.035767922674835306,1.0
2022-04-05,league_one_t3,2021-2022,Wigan,Accrington,3.0,0.0,1X2,draw,average,,5.0,4.32504878510259,4.1276124966775996,1.0,-1.0,0.21135402221613653,0.0
2017-08-21,bundesliga_2,2017-2018,Bielefeld,Bochum,2.0,0.0,1X2,away,b365,,3.5,3.364322148895051,3.0359760371560345,1.0,-1.0,0.15284177383647668,0.0
2017-08-26,league_one_t3,2017-2018,Wigan,Portsmouth,1.0,1.0,1X2,away,b365,,4.2,3.9755199680618034,4.542462105724561,1.0,-1.0,-0.07539129611956008,0.0
2017-08-26,league_one_t3,2017-2018,Blackburn,Milton Keynes Dons,4.0,1.0,1X2,away,b365,,4.0,3.6380253171126213,4.042410620894069,1.0,-1.0,-0.010491418332135849,0.0
2017-08-26,league_one_t3,2017-2018,Blackpool,Oldham,2.0,1.0,1X2,away,b365,,3.6,3.4048832145663948,4.985598502153831,1.0,-1.0,-0.27792019384538036,0.0
2017-09-09,league_one_t3,2017-2018,Peterboro,Bradford,1.0,3.0,1X2,away,b365,,2.9,2.7603002668424588,3.383191522664037,1.0,1.9,-0.14282121465105713,1.0
2017-09-09,league_one_t3,2017-2018,Fleetwood Town,Oldham,2.0,2.0,1X2,away,b365,,5.75,5.503684311324413,6.004118096125317,1.0,-1.0,-0.042323966993472184,0.0
2017-09-09,league_one_t3,2017-2018,Charlton,Southend,2.0,1.0,1X2,away,b365,,3.25,3.1161086082429,4.352338911379667,1.0,-1.0,-0.2532750628627475,0.0
2017-09-09,league_one_t3,2017-2018,Bristol Rvs,Walsall,2.0,1.0,1X2,away,b365,,4.2,3.9970139952839716,3.786472721918725,1.0,-1.0,0.10921174096606934,0.0
2017-09-21,bundesliga_2,2017-2018,Nurnberg,Bochum,3.0,1.0,1X2,away,b365,,3.8,3.629076319343278,3.2913558053359204,1.0,-1.0,0.15453941316203768,0.0
2017-10-21,league_one_t3,2017-2018,Bradford,Charlton,0.0,1.0,1X2,away,b365,,3.2,3.088446191139512,2.845293265796598,1.0,2.2,0.12466438467603624,1.0
2017-10-21,league_one_t3,2017-2018,Southend,Bury,1.0,0.0,1X2,away,b365,,3.7,3.515885870457836,3.7770802306622384,1.0,-1.0,-0.02040735858256415,0.0
2017-11-04,bundesliga_1,2017-2018,RB Leipzig,Hannover,2.0,1.0,1X2,away,b365,,7.5,7.221451344622678,7.265076786005894,1.0,-1.0,0.0323359574735147,0.0
2017-12-08,ligue_2_t2,2017-2018,Brest,Bourg Peronnas,3.0,0.0,1X2,away,b365,,7.0,6.741778639047804,6.9632881124413215,1.0,-1.0,0.005272205740429525,0.0
2018-01-06,league_one_t3,2017-2018,Charlton,Oldham,1.0,0.0,1X2,away,b365,,3.29,3.1498563982434713,4.048519735387113,1.0,-1.0,-0.18735730216579627,0.0
2018-01-26,ligue_2_t2,2017-2018,Ajaccio GFCO,Bourg Peronnas,1.0,2.0,1X2,away,b365,,6.0,5.7830084926458865,5.383380339171899,1.0,5.0,0.11454135171191582,1.0
2018-02-10,bundesliga_2,2017-2018,Regensburg,Heidenheim,2.0,0.0,1X2,away,b365,,3.75,3.6103934561865394,3.6775667935725522,1.0,-1.0,0.019695959446349942,0.0
2018-02-17,league_one_t3,2017-2018,Oxford,Plymouth,0.0,1.0,1X2,away,b365,,2.79,2.66816653600085,3.1243299240032507,1.0,1.79,-0.10700852091025925,1.0
2018-03-03,bundesliga_2,2017-2018,Holstein Kiel,Duisburg,5.0,0.0,1X2,away,b365,,4.75,4.557935164965181,5.053805722289339,1.0,-1.0,-0.060114246368718205,0.0
2018-03-09,bundesliga_2,2017-2018,Bielefeld,Nurnberg,1.0,0.0,1X2,away,b365,,3.1,2.954381558898274,2.911183650003476,1.0,-1.0,0.0648589620913469,0.0
2018-04-07,bundesliga_1,2017-2018,M'gladbach,Hertha,2.0,1.0,1X2,away,b365,,5.75,5.460621344865918,5.186814454001763,1.0,-1.0,0.10858023763771318,0.0
2018-04-20,ligue_2_t2,2017-2018,Clermont,Orleans,4.0,2.0,1X2,away,b365,,7.5,7.016107707807779,6.833789924808698,1.0,-1.0,0.09748764338990878,0.0
2018-04-28,league_one_t3,2017-2018,Oldham,Doncaster,0.0,0.0,1X2,away,b365,,3.7,3.5319089920043107,4.212077529107791,1.0,-1.0,-0.12157362383979198,0.0
2018-05-04,ligue_2_t2,2017-2018,Brest,Quevilly Rouen,2.0,0.0,1X2,away,b365,,6.0,5.700576189495983,5.988073343020097,1.0,-1.0,0.0019917352872447225,0.0
2018-05-05,bundesliga_1,2017-2018,Ein Frankfurt,Hamburg,3.0,0.0,1X2,away,b365,,4.0,3.833995167418628,3.9585296141235036,1.0,-1.0,0.010476209582602536,0.0
2018-05-05,bundesliga_1,2017-2018,M'gladbach,Freiburg,3.0,1.0,1X2,away,b365,,4.75,4.565928914727245,3.963296239506082,1.0,-1.0,0.1984973398284151,0.0
2018-05-05,league_one_t3,2017-2018,Rochdale,Charlton,1.0,0.0,1X2,away,b365,,3.5,3.3424433662063446,4.1403990054438005,1.0,-1.0,-0.15467084322110103,0.0
2018-08-19,league_one_t3,2018-2019,Sunderland,Scunthorpe,3.0,0.0,1X2,away,b365,,5.0,4.697271283940866,6.424581943158866,1.0,-1.0,-0.2217392440103927,0.0
2018-08-24,ligue_2_t2,2018-2019,Grenoble,Chateauroux,0.0,0.0,1X2,away,b365,,5.0,4.644999851153249,4.463687873009311,1.0,-1.0,0.12015000650776231,0.0
2018-09-01,league_one_t3,2018-2019,Fleetwood Town,Bradford,2.0,1.0,1X2,away,b365,,4.5,4.296740645019345,4.352218060267031,1.0,-1.0,0.03395554581286353,0.0
2018-09-21,bundesliga_1,2018-2019,Stuttgart,Fortuna Dusseldorf,0.0,0.0,1X2,away,b365,,5.25,5.04706800091416,5.473824453994542,1.0,-1.0,-0.04088995836013798,0.0
2018-09-22,league_one_t3,2018-2019,Doncaster,Bradford,2.0,1.0,1X2,away,b365,,6.0,5.558105834613473,5.979472760326176,1.0,-1.0,0.0034329514484994217,0.0
2018-09-28,ligue_2_t2,2018-2019,Ajaccio,Valenciennes,3.0,1.0,1X2,away,b365,,5.0,4.6297554038376,4.576522138065002,1.0,-1.0,0.0925326807474045,0.0
2018-09-29,league_one_t3,2018-2019,Burton,Scunthorpe,0.0,0.0,1X2,away,b365,,4.2,4.03818348068765,3.9047838567525948,1.0,-1.0,0.07560370921347781,0.0
2018-10-29,bundesliga_2,2018-2019,Bochum,Regensburg,3.0,3.0,1X2,away,b365,,3.75,3.537308472074239,3.4916463705682355,1.0,-1.0,0.07399192301072555,0.0
2018-11-03,league_one_t3,2018-2019,Charlton,Doncaster,2.0,0.0,1X2,away,b365,,3.4,3.2845130022472278,3.2845130022472278,1.0,-1.0,0.03516107187694417,0.0
2018-11-03,league_one_t3,2018-2019,Coventry,Accrington,1.0,1.0,1X2,away,b365,,4.2,3.9376490543650418,3.9376490543650418,1.0,-1.0,0.06662628944652438,0.0
2018-12-14,ligue_2_t2,2018-2019,Nancy,Troyes,1.0,1.0,1X2,away,b365,,3.0,2.8982830509415907,2.925165879163361,1.0,-1.0,0.025582863990620153,0.0
2018-12-15,league_one_t3,2018-2019,Shrewsbury,Peterboro,2.0,2.0,1X2,away,b365,,3.9,3.766858035919222,3.619835998709987,1.0,-1.0,0.07739687692753372,0.0
2018-12-21,bundesliga_2,2018-2019,FC Koln,Bochum,2.0,3.0,1X2,away,b365,,7.5,7.16433660871899,6.71484349947489,1.0,6.5,0.11692848844303083,1.0
2018-12-22,bundesliga_1,2018-2019,RB Leipzig,Werder Bremen,3.0,2.0,1X2,away,b365,,7.0,6.584809963109856,7.417498648528767,1.0,-1.0,-0.0562856386379762,0.0
2018-12-26,league_one_t3,2018-2019,AFC Wimbledon,Plymouth,2.0,1.0,1X2,away,b365,,4.2,3.9666569858278957,3.771211793952018,1.0,-1.0,0.11370037788268483,0.0
2018-12-29,league_one_t3,2018-2019,Rochdale,Bradford,0.0,4.0,1X2,away,b365,,5.25,4.788371558862186,4.2632738940908546,1.0,4.25,0.23144797412073514,1.0
2019-01-12,league_one_t3,2018-2019,Walsall,Scunthorpe,1.0,2.0,1X2,away,b365,,3.6,3.349160275115372,3.587897054311851,1.0,2.6,0.0033732700534436777,1.0
2019-01-12,league_one_t3,2018-2019,Peterboro,Rochdale,2.0,1.0,1X2,away,b365,,3.5,3.35331652155502,3.9596136696236974,1.0,-1.0,-0.11607538208831791,0.0
2019-01-18,ligue_2_t2,2018-2019,Lorient,Ajaccio GFCO,0.0,1.0,1X2,away,b365,,9.0,8.66591913005945,8.895272176044625,1.0,8.0,0.011773425464980392,1.0
2019-01-19,league_one_t3,2018-2019,Doncaster,Burton,2.0,2.0,1X2,away,b365,,3.4,3.235525985785659,3.3824233580539667,1.0,-1.0,0.005196464216751906,0.0
2019-02-02,league_one_t3,2018-2019,Walsall,Rochdale,1.0,2.0,1X2,away,b365,,3.3,3.1255638115658306,3.4639876192694294,1.0,2.3,-0.047340705941672945,1.0
2019-02-02,league_one_t3,2018-2019,Sunderland,AFC Wimbledon,1.0,0.0,1X2,away,b365,,6.5,6.050996277185551,6.455969711834134,1.0,-1.0,0.0068200890232115174,0.0
2019-02-02,league_one_t3,2018-2019,Coventry,Gillingham,1.0,1.0,1X2,away,b365,,5.0,4.414131111662296,4.884069128850969,1.0,-1.0,0.02373653363426187,0.0
2019-02-11,ligue_2_t2,2018-2019,Brest,Auxerre,1.0,0.0,1X2,away,b365,,4.75,4.551571271959751,3.5449302570045425,1.0,-1.0,0.33994173527513594,0.0
2019-02-16,league_one_t3,2018-2019,Oxford,Peterboro,0.0,1.0,1X2,away,b365,,3.8,3.663111999038633,4.292753839872956,1.0,2.8,-0.11478735055712852,1.0
2019-03-02,league_one_t3,2018-2019,Luton,Rochdale,2.0,0.0,1X2,away,b365,,8.0,7.719117370844887,9.302849147544391,1.0,-1.0,-0.14004840096630988,0.0
2019-03-02,league_one_t3,2018-2019,Accrington,Coventry,0.0,1.0,1X2,away,b365,,3.0,2.854590720810269,2.728098528409513,1.0,2.0,0.09966702769676217,1.0
2019-03-09,bundesliga_1,2018-2019,Dortmund,Stuttgart,3.0,1.0,1X2,away,b365,,11.0,10.16829514025017,10.771924309577802,1.0,-1.0,0.021173161253965178,0.0
2019-03-15,ligue_2_t2,2018-2019,Grenoble,Nancy,1.0,0.0,1X2,away,b365,,4.0,3.7409649551177173,3.626825128197895,1.0,-1.0,0.10289298728541918,0.0
2019-03-15,ligue_2_t2,2018-2019,Valenciennes,Orleans,1.0,4.0,1X2,away,b365,,3.6,3.39371954697304,3.566536715228313,1.0,2.6,0.009382571229059833,1.0
2019-03-16,league_one_t3,2018-2019,Luton,Gillingham,2.0,2.0,1X2,away,b365,,11.0,9.813444130428554,10.702127607887993,1.0,-1.0,0.027833006952043826,0.0
2019-03-16,league_one_t3,2018-2019,Sunderland,Walsall,2.0,1.0,1X2,away,b365,,8.0,7.219374614510073,6.990719414516937,1.0,-1.0,0.14437435199976556,0.0
2019-03-23,league_one_t3,2018-2019,Peterboro,Southend,2.0,0.0,1X2,away,b365,,4.2,3.8360239106454728,4.002351629410716,1.0,-1.0,0.04938305998325898,0.0
2019-03-30,league_one_t3,2018-2019,Charlton,Bradford,1.0,0.0,1X2,away,b365,,6.0,5.592375603133965,5.6443768346642935,1.0,-1.0,0.06300485877407902,0.0
2019-04-06,league_one_t3,2018-2019,Shrewsbury,Scunthorpe,1.0,1.0,1X2,away,b365,,4.75,4.382786472482104,4.329926534862229,1.0,-1.0,0.09701630310712361,0.0
2019-04-12,ligue_2_t2,2018-2019,Metz,Chateauroux,2.0,1.0,1X2,away,b365,,8.0,7.4832947017945735,7.556041270025156,1.0,-1.0,0.05875546653457686,0.0
2019-04-22,league_one_t3,2018-2019,Bristol Rvs,Rochdale,0.0,1.0,1X2,away,b365,,4.0,3.8213557302427352,4.1082811341879415,1.0,3.0,-0.026356797563549583,1.0
2019-04-26,bundesliga_2,2018-2019,Ingolstadt,Dresden,1.0,0.0,1X2,away,b365,,4.75,4.51542705693221,5.4603775367119685,1.0,-1.0,-0.1300967802932782,0.0
2019-04-27,league_one_t3,2018-2019,Scunthorpe,Bradford,2.0,3.0,1X2,away,b365,,4.75,4.58047656866171,4.903937910944614,1.0,3.75,-0.03139067291228448,1.0
2019-04-27,league_one_t3,2018-2019,Accrington,Plymouth,5.0,1.0,1X2,away,b365,,3.1,2.958523288414717,3.1600015162413073,1.0,-1.0,-0.018987812484557498,0.0
2019-04-27,bundesliga_2,2018-2019,Magdeburg,Greuther Furth,2.0,1.0,1X2,away,b365,,5.0,4.775699339230425,5.268104343695909,1.0,-1.0,-0.05089199571696734,0.0
2019-05-04,league_one_t3,2018-2019,Peterboro,Burton,3.0,1.0,1X2,away,b365,,4.2,3.944733141956759,3.9605273939290417,1.0,-1.0,0.06046482759797045,0.0
2019-05-10,ligue_2_t2,2018-2019,Orleans,Beziers,0.0,0.0,1X2,away,b365,,3.25,3.067429821675289,3.3409783974952747,1.0,-1.0,-0.027231064278500305,0.0
2019-05-12,bundesliga_2,2018-2019,Paderborn,Hamburg,4.0,1.0,1X2,away,b365,,3.5,3.32577313982219,2.9286476716832848,1.0,-1.0,0.1950908379458025,0.0
2019-05-18,bundesliga_1,2018-2019,Wolfsburg,Augsburg,8.0,1.0,1X2,away,b365,,8.0,7.683697375665447,9.642210445453705,1.0,-1.0,-0.17031472759734312,0.0
2019-05-18,bundesliga_1,2018-2019,Fortuna Dusseldorf,Hannover,2.0,1.0,1X2,away,b365,,6.0,5.561234866299766,7.925303800098957,1.0,-1.0,-0.24293122997694017,0.0
2019-08-03,league_one_t3,2019-2020,Doncaster,Gillingham,1.0,1.0,1X2,away,b365,,4.33,3.951352967793991,4.150762566130086,1.0,-1.0,0.04318180840611752,0.0
2019-08-16,ligue_2_t2,2019-2020,Caen,Chambly,0.0,0.0,1X2,away,b365,,3.2,3.067446479420888,3.12822849503972,1.0,-1.0,0.022943178567065958,0.0
2019-08-17,league_one_t3,2019-2020,Doncaster,Fleetwood Town,3.0,2.0,1X2,away,b365,,3.5,3.2851244718635497,2.7487782706006776,1.0,-1.0,0.2732929525214711,0.0
2019-08-17,league_one_t3,2019-2020,Burton,Rotherham,0.0,1.0,1X2,away,b365,,3.2,3.057618448887282,3.087537833500305,1.0,2.2,0.03642454686043406,1.0
2019-08-17,bundesliga_2,2019-2020,Stuttgart,St Pauli,2.0,1.0,1X2,away,b365,,8.0,7.522456734231288,7.921589075847248,1.0,-1.0,0.009898383190795057,0.0
2019-08-24,bundesliga_1,2019-2020,Hoffenheim,Werder Bremen,3.0,2.0,1X2,away,b365,,4.2,4.030763795690329,3.5551996777509802,1.0,-1.0,0.18136824389479034,0.0
2019-08-31,league_one_t3,2019-2020,Lincoln,Fleetwood Town,2.0,0.0,1X2,away,b365,,3.3,3.1711387824951083,3.476030052273619,1.0,-1.0,-0.050641119215433905,0.0
2019-09-16,ligue_2_t2,2019-2020,Lens,Chateauroux,1.0,0.0,1X2,away,b365,,9.0,8.42909361382191,12.048263657047247,1.0,-1.0,-0.2530043949747284,0.0
2019-09-21,league_one_t3,2019-2020,Rotherham,Shrewsbury,0.0,0.0,1X2,away,b365,,4.2,4.012062216826098,4.594865271701024,1.0,-1.0,-0.08593620233718935,0.0
2019-09-28,league_one_t3,2019-2020,Coventry,Doncaster,1.0,1.0,1X2,away,b365,,3.5,3.380428952834426,3.3820163161039525,1.0,-1.0,0.0348856045827608,0.0
2019-09-28,league_one_t3,2019-2020,Sunderland,Milton Keynes Dons,2.0,1.0,1X2,away,b365,,6.0,5.481930632847189,6.017936393639018,1.0,-1.0,-0.002980489068973302,0.0
2019-10-18,ligue_2_t2,2019-2020,Troyes,Le Mans,2.0,1.0,1X2,away,b365,,7.0,6.716784629412335,6.798868036794212,1.0,-1.0,0.02958315444825521,0.0
2019-10-19,league_one_t3,2019-2020,Rotherham,Oxford,1.0,2.0,1X2,away,b365,,3.2,3.0679953565834452,3.027133245478215,1.0,2.2,0.0571057632761971,1.0
2019-10-23,league_one_t3,2019-2020,Peterboro,Accrington,4.0,0.0,1X2,away,b365,,5.5,4.99427080575618,5.469378717816094,1.0,-1.0,0.005598676515882639,0.0
2019-12-14,league_one_t3,2019-2020,Lincoln,Tranmere,1.0,0.0,1X2,away,b365,,5.5,5.081539890113671,5.429599456771993,1.0,-1.0,0.012966065690204864,0.0
2019-12-29,league_one_t3,2019-2020,Accrington,Burton,2.0,0.0,1X2,away,b365,,2.87,2.7568043892498992,2.682334476054082,1.0,-1.0,0.06996350590176537,0.0
2019-12-29,league_one_t3,2019-2020,Fleetwood Town,Bristol Rvs,0.0,0.0,1X2,away,b365,,5.5,5.164584995981609,6.5368125923555755,1.0,-1.0,-0.1586113381264851,0.0
2020-01-01,league_one_t3,2019-2020,Doncaster,Oxford,1.0,0.0,1X2,away,b365,,3.0,2.8776494998014686,2.7782162289082923,1.0,-1.0,0.07982955710357298,0.0
2020-01-28,league_one_t3,2019-2020,Rotherham,Ipswich,1.0,0.0,1X2,away,b365,,4.1,3.8208190134375353,3.6291848005620126,1.0,-1.0,0.1297302907708302,0.0
2020-02-01,league_one_t3,2019-2020,Accrington,AFC Wimbledon,2.0,1.0,1X2,away,b365,,5.25,4.755430060724646,5.532923564265779,1.0,-1.0,-0.05113455137768985,0.0
2020-02-01,bundesliga_2,2019-2020,Hannover,Wehen,2.0,2.0,1X2,away,b365,,5.75,5.51517710297773,5.729169299197724,1.0,-1.0,0.00363590246934975,0.0
2020-03-01,bundesliga_1,2019-2020,RB Leipzig,Leverkusen,1.0,1.0,1X2,away,b365,,6.5,6.22931901957391,6.717360249141891,1.0,-1.0,-0.03235798603620488,0.0
2020-03-07,league_one_t3,2019-2020,Lincoln,Burton,3.0,2.0,1X2,away,b365,,3.0,2.8966934827723745,3.2088252892337463,1.0,-1.0,-0.06507842291520116,0.0
2020-10-17,ligue_2_t2,2020-2021,Ajaccio,Toulouse,0.0,1.0,1X2,away,b365,,3.8,3.6294910016229402,4.209855637324904,1.0,2.8,-0.09735622136091615,1.0
2020-10-24,bundesliga_1,2020-2021,RB Leipzig,Hertha,2.0,1.0,1X2,away,b365,,7.0,6.700445260401669,6.064142406487618,1.0,-1.0,0.15432645389580069,0.0
2021-01-08,ligue_2_t2,2020-2021,Paris FC,Ajaccio,1.0,1.0,1X2,away,b365,,4.2,3.9498164054304463,3.6977394767026763,1.0,-1.0,0.13582907245407028,0.0
2021-01-10,bundesliga_2,2020-2021,Paderborn,Erzgebirge Aue,2.0,1.0,1X2,away,b365,,4.75,4.525479156899644,4.437379825981506,1.0,-1.0,0.07045152461100068,0.0
2021-02-07,bundesliga_2,2020-2021,Greuther Furth,Wurzburger Kickers,4.0,1.0,1X2,away,b365,,7.0,6.561715998831934,5.683920279637133,1.0,-1.0,0.23154436649609145,0.0
2021-02-15,bundesliga_1,2020-2021,Bayern Munich,Bielefeld,3.0,3.0,1X2,away,b365,,21.0,18.811799082457046,23.04668083077284,1.0,-1.0,-0.08880588253906085,0.0
2021-03-13,ligue_2_t2,2020-2021,Ajaccio,Guingamp,0.0,2.0,1X2,away,b365,,4.2,3.9375786115651925,3.936049173574848,1.0,3.2,0.06705983964763917,1.0
2021-03-20,league_one_t3,2020-2021,Fleetwood Town,Swindon,0.0,2.0,1X2,away,b365,,6.0,5.652904833861643,6.368678701782792,1.0,5.0,-0.057889354926884184,1.0
2021-04-27,league_one_t3,2020-2021,Charlton,Crewe,2.0,2.0,1X2,away,b365,,5.25,4.999892168768464,5.919894254446186,1.0,-1.0,-0.11315983456006096,0.0
2021-05-08,ligue_2_t2,2020-2021,Toulouse,Caen,3.0,0.0,1X2,away,b365,,7.5,7.08674656071102,9.229001802826742,1.0,-1.0,-0.1873443997266495,0.0
2021-05-09,league_one_t3,2020-2021,Milton Keynes Dons,Rochdale,0.0,3.0,1X2,away,b365,,5.0,4.759471882454403,5.233689190096172,1.0,4.0,-0.0446509491886502,1.0
2021-05-09,league_one_t3,2020-2021,Wigan,Swindon,3.0,4.0,1X2,away,b365,,4.33,4.147542432748424,4.739531863556557,1.0,3.33,-0.08640766120923249,1.0
2021-05-23,bundesliga_2,2020-2021,Greuther Furth,Fortuna Dusseldorf,3.0,2.0,1X2,away,b365,,6.0,5.376051792927239,5.75201901875085,1.0,-1.0,0.04311198910169867,0.0
2021-07-24,bundesliga_2,2021-2022,Darmstadt,Regensburg,0.0,2.0,1X2,away,b365,,3.4,2.6156438570316656,3.0691829424610657,1.0,2.4,0.10778668581862516,1.0
2021-11-06,bundesliga_2,2021-2022,Paderborn,Ingolstadt,2.0,1.0,1X2,away,b365,,7.5,7.242671110092513,5.778408516653946,1.0,-1.0,0.2979352322329334,0.0
2021-11-07,bundesliga_2,2021-2022,Schalke 04,Darmstadt,2.0,4.0,1X2,away,b365,,4.33,4.054674150242603,3.983781393784251,1.0,3.33,0.08690702927523608,1.0
2022-08-06,league_one_t3,2022-2023,Barnsley,Cheltenham,1.0,0.0,1X2,away,b365,,5.0,4.817245736532353,4.7194325751047685,1.0,-1.0,0.05944939787364234,0.0
2022-08-06,league_one_t3,2022-2023,Peterboro,Morecambe,3.0,0.0,1X2,away,b365,,7.5,7.208243430175924,6.632229877802843,1.0,-1.0,0.13084138188597239,0.0
2022-09-03,ligue_2_t2,2022-2023,Paris FC,Bordeaux,1.0,3.0,1X2,away,b365,,4.0,3.829658993874021,3.8160514456964965,1.0,3.0,0.04820389790891033,1.0
2022-11-04,bundesliga_2,2022-2023,Darmstadt,Hannover,1.0,0.0,1X2,away,b365,,5.0,4.812407205164055,4.625347690696281,1.0,-1.0,0.08099981544248402,0.0
2023-03-11,league_one_t3,2022-2023,Charlton,Accrington,1.0,1.0,1X2,away,b365,,5.25,4.912407305681145,5.477929918000206,1.0,-1.0,-0.04160876853339068,0.0
2023-04-02,bundesliga_2,2022-2023,Holstein Kiel,Bielefeld,2.0,3.0,1X2,away,b365,,3.5,3.3690730838448677,3.658663544889007,1.0,2.5,-0.043366530685953086,1.0
2023-04-10,league_one_t3,2022-2023,Sheffield Weds,Accrington,3.0,0.0,1X2,away,b365,,13.0,11.83316613937564,12.30308304189496,1.0,-1.0,0.05664571682820241,0.0
2023-04-10,league_one_t3,2022-2023,Portsmouth,Morecambe,0.0,0.0,1X2,away,b365,,8.5,8.003272970180983,8.54143694746044,1.0,-1.0,-0.004851285294889429,0.0
2023-04-22,league_one_t3,2022-2023,Bolton,Shrewsbury,1.0,0.0,1X2,away,b365,,7.5,7.073852598725439,7.870991144341974,1.0,-1.0,-0.047133980656128616,0.0
2023-04-22,ligue_2_t2,2022-2023,Paris FC,Nimes,3.0,0.0,1X2,away,b365,,5.0,4.728918171682846,4.86955114787716,1.0,-1.0,0.02678868096081266,0.0
2023-04-24,ligue_2_t2,2022-2023,Bordeaux,Grenoble,3.0,0.0,1X2,away,b365,,6.0,5.795498775723883,6.810791620701683,1.0,-1.0,-0.1190451368732598,0.0
2023-05-21,bundesliga_2,2022-2023,Fortuna Dusseldorf,Hannover,3.0,3.0,1X2,away,b365,,4.75,4.515194596994787,4.13221808803163,1.0,-1.0,0.1495037045013876,0.0
2021-04-27,league_one_t3,2020-2021,Charlton,Crewe,2.0,2.0,OU2.5,over,b365,,1.93,1.8454506601309886,1.8266367308865084,1.0,0.9299999999999999,0.05658665862003498,1.0
2021-05-22,bundesliga_1,2020-2021,Wolfsburg,Mainz,2.0,3.0,OU2.5,under,b365,,3.2,2.7694242367044644,2.7694242367044644,1.0,-1.0,0.1554748303235436,0.0
2021-10-17,bundesliga_1,2021-2022,Leverkusen,Bayern Munich,1.0,5.0,OU2.5,under,b365,,3.75,3.6069462307314066,3.679175942368014,1.0,-1.0,0.019249978457513306,0.0
2022-01-19,ligue_2_t2,2021-2022,Toulouse,Nancy,4.0,0.0,OU2.5,under,b365,,2.4,2.169481150379816,2.2425796542183156,1.0,-1.0,0.07019610005181987,0.0
2022-03-05,bundesliga_1,2021-2022,Bayern Munich,Leverkusen,1.0,1.0,OU2.5,under,b365,,4.0,3.681151503902742,3.681151503902742,1.0,3.0,0.08661651001302606,1.0
2022-04-23,bundesliga_1,2021-2022,Bayern Munich,Dortmund,3.0,1.0,OU2.5,under,b365,,4.0,3.632517069934359,3.632517069934359,1.0,-1.0,0.10116481849658077,0.0
2022-05-14,bundesliga_1,2021-2022,Wolfsburg,Bayern Munich,2.0,2.0,OU2.5,under,b365,,4.33,3.6127409656361524,3.6127409656361524,1.0,-1.0,0.19853597066225004,0.0
2022-05-14,bundesliga_1,2021-2022,M'gladbach,Hoffenheim,5.0,1.0,OU2.5,under,b365,,4.33,3.557089870643679,3.557089870643679,1.0,-1.0,0.21728720877565522,0.0
2023-04-15,bundesliga_1,2022-2023,Bayern Munich,Hoffenheim,1.0,1.0,OU2.5,under,b365,,4.0,3.7040849884461995,3.7040849884461995,1.0,3.0,0.0798888288138151,1.0
