metric,value,ci_low,ci_high
M1_minus_M0,-0.011759948522653142,-0.01706790671077433,-0.00658508952338893
M2_minus_M1,0.0007816012268190739,-0.0013245058948456881,0.0029042171094260266
probe_minus_M1,0.00048031500258135634,-0.00148319394091245,0.0025325865194526986
M0_pooled,0.7040650406276823,,
M1_pooled,0.692305092105029,,
M2_pooled,0.6930866933318481,,
probe_pooled,0.6929257676349039,,
